full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,company,company_enc,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual
Volkswagen Vento 1.0 TSI Highline Plus,8.45,2017,16219,17.69,999.0,108.62,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Tata Tiago 1.2 Revotron XZ,5.1,2019,10000,23.84,1199.0,84.0,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Hyundai Grand i10 Magna,5.5,2017,56169,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Baleno Alpha 1.3,5.9,2016,90000,27.39,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Maruti Wagon R VXI,3.3,2014,31692,20.51,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Skoda Superb Elegance 1.8 TSI AT,3.65,2010,74000,13.7,1798.0,157.75,5,Skoda,7.535387654134465,False,False,False,False,False,True,False
Maruti Swift ZDI Plus,6.75,2018,80000,28.4,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Chevrolet Beat Diesel PS,1.9,2013,70000,25.44,936.0,57.6,5,Chevrolet,2.7381398767127534,True,False,True,False,False,False,True
Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.9,2019,5000,18.9,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Toyota Etios Cross 1.5L V,5.85,2017,60000,16.78,1496.0,88.7,5,Toyota,11.265205016960472,False,False,False,False,False,True,True
Ford Figo Diesel,2.1,2020,62000,0.0,1498.0,99.0,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Toyota Innova Crysta 2016-2020 2.4 GX MT 8 STR,17.21,2018,68600,13.68,2393.0,147.51,8,Toyota,11.265205016960472,False,False,True,False,False,False,True
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.25,2013,45000,17.11,1968.0,174.33,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Volkswagen Vento 1.5 TDI Highline BSIV,9.0,2019,15000,22.27,1498.0,108.6,5,Volkswagen,5.650061220319048,True,False,True,False,False,False,True
Chevrolet Cruze LTZ,5.0,2012,70000,17.3,1998.0,163.7,5,Chevrolet,2.7381398767127534,True,False,True,False,False,False,True
Hyundai i10 Era,3.2,2011,51359,19.81,1086.0,68.05,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Skoda Rapid 1.6 TDI Ambition,4.6,2012,79000,20.5,1598.0,103.5,5,Skoda,7.535387654134465,False,False,True,False,False,False,True
Maruti Eeco 5 Seater AC BSIV,1.75,2012,65000,15.37,1196.0,73.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Mercedes-Benz C-Class C 250 CDI Avantgarde,11.8,2012,50000,19.71,2143.0,201.15,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,8.95,2018,42388,21.5,1497.0,108.5,5,Tata,4.421740718651131,False,False,True,False,False,False,True
Skoda Kodiaq 2.0 TDI Laurin Klement,38.0,2019,3800,16.25,1968.0,148.0,7,Skoda,7.535387654134465,False,False,True,False,False,False,False
Maruti Celerio ZXI Optional,3.5,2015,50000,23.1,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Vitara Brezza ZDi,9.6,2018,9000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai EON Magna Plus,3.0,2016,50000,21.1,814.0,55.2,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Honda Mobilio E i VTEC,4.7,2015,40000,17.3,1497.0,117.3,7,Honda,6.041270410937343,True,False,False,False,False,True,True
Jaguar XJ 3.0L Portfolio,85.0,2016,13146,10.5,2993.0,271.23,4,Jaguar,31.74093911324486,False,False,True,False,False,False,False
Maruti Swift Dzire ZDI,6.5,2016,40000,26.59,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Hyundai Grand i10 Sportz,3.9,2016,15000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Alto LXi BSIII,1.3,2009,70000,19.7,796.0,46.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Alto K10 VXI,3.85,2018,25000,23.95,998.0,67.05,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Verna 1.6 EX VTVT,4.5,2014,70000,17.01,1591.0,121.3,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Swift VXI BSIV,6.1,2018,26000,22.0,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Honda Jazz VX Diesel,6.65,2015,40000,27.3,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Nissan Micra Diesel XV,3.5,2012,64000,23.08,1461.0,63.1,5,Nissan,4.698757187095724,False,False,True,False,False,False,True
Hyundai Grand i10 1.2 Kappa Magna BSIV,4.5,2018,30000,18.9,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Mercedes-Benz M-Class ML 250 CDI,25.5,2013,46000,15.26,2143.0,203.2,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Maruti Baleno Zeta 1.2,6.75,2019,8800,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Xcent 1.2 Kappa AT S Option,4.0,2015,15000,16.9,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,False
Hyundai Santro Xing GLS,2.66,2009,40000,17.92,1086.0,62.1,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai Verna 1.6 SX CRDi (O),5.9,2014,90000,22.32,1582.0,126.32,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Ford Freestyle Titanium Petrol BSIV,6.3,2019,17000,19.0,1194.0,94.68,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Maruti Swift VDI,3.5,2013,106000,22.9,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
BMW 3 Series GT Luxury Line,33.0,2017,72000,21.76,1995.0,188.0,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Honda Jazz Mode,3.19,2010,56161,16.0,1198.0,90.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Ford Figo Diesel Titanium,3.0,2011,35000,20.0,1399.0,68.0,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,7.0,2015,100000,22.77,1498.0,98.59,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Maruti Swift VDI,3.0,2013,67000,28.4,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Swift VXI Optional,6.29,2017,28000,20.4,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Honda City 2017-2020 VTEC,2.0,2006,38000,16.9,1497.0,100.0,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Ford Classic 1.4 Duratorq Titanium,3.75,2014,110000,19.68,1399.0,67.0,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Maruti Swift VXI Optional,5.7,2017,5000,20.4,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Ertiga SHVS VDI,8.0,2017,50000,24.52,1248.0,88.5,7,Maruti,4.699671932366252,True,False,True,False,False,False,True
Jaguar XJ 3.0L Portfolio,34.0,2014,47100,10.5,2993.0,271.23,4,Jaguar,31.74093911324486,False,False,True,False,False,False,False
Maruti Baleno Alpha 1.2,5.99,2016,20000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Renault KWID RXL,3.0,2017,20000,25.17,799.0,53.3,5,Renault,4.6202908684705735,True,False,False,False,False,True,True
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,4.0,2009,180000,12.8,2494.0,102.0,8,Toyota,11.265205016960472,True,False,True,False,False,False,True
BMW X5 xDrive 30d Design Pure Experience 5 Seater,33.5,2014,60000,15.97,2993.0,258.0,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Skoda Rapid 1.6 TDI Ambition,5.25,2014,70000,20.5,1598.0,103.5,5,Skoda,7.535387654134465,False,False,True,False,False,False,True
Skoda Laura L and K MT,2.2,2009,78000,17.5,1896.0,106.0,5,Skoda,7.535387654134465,False,False,True,False,False,False,True
Mahindra Scorpio 2009-2014 VLX 2WD AT 7S,6.5,2014,69000,11.79,2179.0,120.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,False
Skoda Rapid 1.5 TDI AT Style Plus Black Package,8.5,2016,60000,21.66,1498.0,103.52,5,Skoda,7.535387654134465,True,False,True,False,False,False,False
Maruti Ciaz VDi,5.8,2014,120000,26.21,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.5,2015,50215,18.9,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai Venue SX Opt Diesel BSIV,10.45,2019,18700,23.7,1396.0,88.7,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Hyundai Santro Xing GLS,3.0,2014,35000,17.92,1086.0,62.1,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Ciaz VDi Plus SHVS,6.6,2016,100000,28.09,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Tata Hexa XT,13.5,2017,41723,17.6,2179.0,153.86,7,Tata,4.421740718651131,False,False,True,False,False,False,True
Toyota Innova 2.5 G4 Diesel 7-seater,6.85,2011,68830,12.8,2494.0,102.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Mahindra TUV 300 T8 AMT,6.25,2016,90000,18.49,1493.0,100.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,False
Audi A6 2.0 TDI Premium Plus,11.0,2011,110000,17.68,1968.0,174.33,5,Audi,20.16199553166578,True,False,True,False,False,False,False
Hyundai Verna VTVT 1.6 SX,9.75,2019,5630,17.0,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Tata Indica V2 DLX TC,1.35,2006,70000,16.8,1405.0,68.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,6.55,2015,109555,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.25,2017,66000,25.1,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai Verna CRDi SX ABS,2.9,2009,90000,18.1,1493.0,110.0,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Honda Amaze E i-Dtech,3.9,2013,75000,25.8,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Tata Indica Vista Aqua 1.4 TDI,1.75,2010,81000,17.0,1405.0,71.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Chevrolet Beat LT,1.7,2011,25000,18.6,1199.0,79.4,5,Chevrolet,2.7381398767127534,True,False,False,False,False,True,True
Maruti Ertiga ZXI AT,10.99,2019,8000,17.99,1462.0,103.26,7,Maruti,4.699671932366252,False,False,False,False,False,True,False
Maruti Ciaz 1.3 Zeta,8.0,2017,40000,28.09,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Toyota Fortuner 4x4 MT,21.5,2015,120000,12.55,2982.0,168.5,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Mercedes-Benz S-Class S 350 L,6.25,2007,47200,10.13,3498.0,364.9,5,Mercedes-Benz,24.96154654611922,False,False,False,False,False,True,False
Maruti Ignis 1.2 Sigma BSIV,4.5,2018,50000,20.89,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Santro Xing GLS,3.5,2013,76945,17.92,1086.0,62.1,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Alto K10 2010-2014 VXI,2.0,2014,110000,20.92,998.0,67.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Tata Zest Quadrajet 1.3 XT,5.3,2017,28000,20.65,1248.0,88.7,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Honda City i-VTEC CVT ZX,10.95,2017,53000,18.0,1497.0,117.6,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Maruti Swift DDiS VDI,7.0,2017,62904,28.4,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai Verna 1.6 SX,6.25,2012,58000,22.32,1582.0,126.32,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Volkswagen Vento 1.5 TDI Highline AT,9.5,2017,49000,22.15,1498.0,108.6,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,False
Mahindra XUV500 W10 AWD,13.5,2017,54212,16.0,2179.0,140.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Ford Fiesta 1.6 Duratec EXI,1.7,2009,90000,15.3,1596.0,101.0,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Honda Amaze S CVT Petrol BSIV,8.0,2019,8760,19.0,1199.0,88.76,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Nissan Sunny XL,3.35,2012,27693,16.95,1498.0,97.7,5,Nissan,4.698757187095724,False,False,False,False,False,True,True
Renault Duster 85PS Diesel RxL,3.95,2013,62000,19.87,1461.0,83.8,5,Renault,4.6202908684705735,False,False,True,False,False,False,True
Renault KWID AMT RXL,3.5,2017,40000,24.04,999.0,67.0,5,Renault,4.6202908684705735,True,False,False,False,False,True,False
Maruti Swift Dzire AMT ZDI,6.75,2016,70000,26.59,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,False
Maruti Ciaz S 1.3,8.0,2018,40000,28.09,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Hyundai i10 Magna 1.1L,1.7,2010,70000,19.81,1086.0,68.05,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai Creta 1.4 CRDi Base,9.25,2015,52000,21.38,1396.0,88.7,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Hyundai i20 Asta 1.4 CRDi,6.25,2015,80131,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Maruti Celerio ZXI AT,4.85,2016,41944,23.1,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Hyundai Elantra 2.0 SX Option AT,15.25,2016,28000,14.62,1999.0,149.92,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Maruti Vitara Brezza VDi,8.0,2017,20000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Honda Civic 1.8 V MT,2.75,2010,60000,13.5,1799.0,130.0,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Maruti Ertiga SHVS ZDI,9.0,2017,68000,24.52,1248.0,88.5,7,Maruti,4.699671932366252,False,False,True,False,False,False,True
Chevrolet Beat Diesel LT,2.1,2012,27000,25.44,936.0,57.6,5,Chevrolet,2.7381398767127534,False,False,True,False,False,False,True
Hyundai Verna 1.6 SX CRDI (O) AT,5.5,2014,89000,22.32,1582.0,126.32,5,Hyundai,5.348761685250852,False,False,True,False,False,False,False
Maruti Swift VDI BSIV,3.9,2014,90000,25.2,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Mahindra Bolero 2011-2019 Camper DX,5.45,2010,47000,14.0,2523.0,83.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Jaguar XF 2.2 Litre Luxury,31.9,2014,28000,16.36,2179.0,187.7,5,Jaguar,31.74093911324486,False,False,True,False,False,False,False
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus,8.65,2017,63000,15.9,1496.0,120.69,5,Ford,6.252057132401498,False,False,False,False,False,True,True
Honda City i DTEC S,5.49,2014,67000,26.0,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Ford Figo 1.2P Titanium MT,5.75,2016,49392,18.16,1196.0,86.8,5,Ford,6.252057132401498,False,False,False,False,False,True,True
Honda WR-V i-DTEC VX,8.0,2017,65000,25.5,1498.0,98.6,5,Honda,6.041270410937343,True,False,True,False,False,False,True
Honda Brio E MT,3.0,2013,75000,19.4,1198.0,86.8,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Hyundai Creta 1.6 CRDi SX,12.0,2017,50000,19.67,1582.0,126.2,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Maruti Swift VDI BSIV,2.7,2010,82465,17.8,1248.0,5.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Swift LXI,2.8,2012,90000,18.6,1197.0,85.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift ZDi,5.25,2012,92000,22.9,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Mahindra Thar CRDe,9.5,2017,60000,16.55,2498.0,105.0,6,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Datsun RediGO S,2.7,2017,17731,22.7,799.0,53.64,5,Datsun,3.2553778258484596,False,False,False,False,False,True,True
Toyota Fortuner 3.0 Diesel,11.0,2011,85000,11.5,2982.0,171.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Maruti Vitara Brezza ZDi Plus,9.85,2017,61326,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Celerio VXI Optional,4.5,2017,32000,23.1,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Creta 1.6 VTVT AT SX Plus,8.0,2015,57000,13.0,1591.0,121.3,5,Hyundai,5.348761685250852,True,False,False,False,False,True,False
Hyundai Verna CRDi 1.6 EX,8.6,2018,42700,22.0,1582.0,126.2,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Mercedes-Benz GLA Class 200 Sport,22.25,2016,20000,13.7,1991.0,183.0,5,Mercedes-Benz,24.96154654611922,False,False,False,False,False,True,False
Maruti Ertiga BSIV VXI,5.85,2014,35000,17.5,1373.0,91.1,7,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mahindra Xylo H4,7.0,2018,70000,14.02,2179.0,118.3,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Wagon R AMT VXI Option,4.0,2017,10000,20.51,998.0,67.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,False
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.5,2017,31210,25.1,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Honda Civic 1.8 V MT,4.0,2008,110000,13.5,1799.0,130.0,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Maruti Ertiga VDI,7.85,2015,78368,20.77,1248.0,88.76,7,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti SX4 S Cross DDiS 200 Sigma,6.5,2017,44000,23.65,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai i20 1.2 Sportz,5.5,2015,37924,17.0,1197.0,80.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Ford Ecosport 1.5 DV5 MT Titanium Optional,4.25,2014,104859,22.7,1498.0,89.84,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,8.31,2017,63000,23.0,1498.0,98.96,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Hyundai Santro Xing XL,1.6,2006,42653,0.0,1086.0,5.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Kia Seltos HTX Plus AT D,19.5,2019,7100,17.8,1493.0,113.4,5,Kia,17.178733852944873,False,False,True,False,False,False,False
Honda Jazz 1.2 V AT i VTEC,7.85,2017,52377,19.0,1199.0,88.7,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,7.5,2017,14000,16.2,1199.0,74.0,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Volkswagen Polo Diesel Highline 1.2L,6.75,2016,70000,22.07,1199.0,73.9,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Hyundai Grand i10 CRDi Asta,6.85,2018,18000,24.0,1120.0,70.0,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Mercedes-Benz GLA Class 200 d Sport,21.5,2014,70000,17.9,2143.0,136.0,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Hyundai Verna 1.6 CRDI AT SX Option,12.95,2019,7000,19.08,1582.0,126.2,5,Hyundai,5.348761685250852,False,False,True,False,False,False,False
Maruti Ciaz ZXi Plus,6.35,2015,49000,20.73,1373.0,91.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Tata Nano XTA,1.2,2015,15000,21.9,624.0,37.48,4,Tata,4.421740718651131,True,False,False,False,False,True,False
Honda City i DTEC SV,6.4,2014,62000,26.0,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Volkswagen Vento Petrol Trendline,4.0,2013,34000,15.04,1598.0,103.6,5,Volkswagen,5.650061220319048,True,False,False,False,False,True,True
Honda WR-V i-DTEC S,7.25,2017,66000,25.5,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Renault KWID AMT RXL,3.5,2017,35000,24.04,999.0,67.0,5,Renault,4.6202908684705735,True,False,False,False,False,True,False
Skoda Laura Ambiente 2.0 TDI CR MT,4.0,2012,110000,20.0,1968.0,108.5,5,Skoda,7.535387654134465,True,False,True,False,False,False,True
Hyundai Venue SX Turbo,10.5,2020,5000,18.27,998.0,118.35,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Toyota Etios G,3.65,2011,168986,17.6,1496.0,88.73,5,Toyota,11.265205016960472,False,False,False,False,False,True,True
Hyundai i20 Asta 1.4 CRDi,6.2,2015,64000,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Skoda Rapid 1.6 TDI Elegance,4.75,2012,85600,20.5,1598.0,103.5,5,Skoda,7.535387654134465,False,False,True,False,False,False,True
Hyundai EON Era Plus,3.2,2013,56856,21.1,814.0,55.2,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,6.45,2013,77000,12.8,2494.0,102.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Maruti Celerio VXI AT,4.95,2015,57000,23.1,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Toyota Etios GD,4.5,2016,165000,23.59,1364.0,67.05,5,Toyota,11.265205016960472,True,False,True,False,False,False,True
Renault KWID 1.0 RXL,3.85,2018,8627,21.74,999.0,67.0,5,Renault,4.6202908684705735,False,False,False,False,False,True,True
Volkswagen Polo Diesel Highline 1.2L,2.9,2013,100000,22.07,1199.0,73.9,5,Volkswagen,5.650061220319048,True,False,True,False,False,False,True
Maruti Eeco 5 STR With AC Plus HTR CNG,4.21,2017,48000,15.1,1196.0,73.0,5,Maruti,4.699671932366252,False,False,False,False,False,False,True
Volkswagen Polo 1.2 MPI Comfortline,3.85,2013,56000,16.2,1199.0,74.0,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Toyota Etios Liva GD,4.5,2015,70000,23.59,1364.0,67.04,5,Toyota,11.265205016960472,True,False,True,False,False,False,True
Hyundai Santro Xing XL,0.9,2007,34000,0.0,1086.0,5.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Honda Brio 1.2 VX MT,5.3,2017,29000,18.5,1198.0,86.8,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Hyundai EON Magna,2.38,2014,55060,22.0,814.0,55.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Toyota Innova 2.5 G4 Diesel 7-seater,4.25,2008,193000,12.8,2494.0,102.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Hyundai Grand i10 Sportz,5.0,2017,20000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,8.99,2018,6500,22.77,1498.0,98.59,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Maruti Alto 800 CNG LXI,1.85,2013,90000,30.46,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,False,True
Volkswagen Polo 2015-2019 GT TSI Sport Edition,8.95,2017,37450,17.21,1197.0,103.5,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Honda City i DTec S,6.85,2016,88102,26.0,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Honda City 1.5 S MT,3.25,2010,47000,17.0,1497.0,118.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Maruti Wagon R LXI,2.96,2012,37623,20.51,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Honda Amaze S i-Vtech,4.95,2014,49000,18.0,1198.0,86.7,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Hyundai i20 Sportz 1.4 CRDi,4.6,2012,69000,21.9,1396.0,88.76,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Maruti Eeco 7 Seater Standard BSIV,1.5,2011,100000,15.37,1196.0,73.0,7,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Verna 1.6 SX,5.25,2013,90000,22.32,1582.0,126.32,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Maruti Swift Dzire VXI,5.0,2013,60855,19.1,1197.0,85.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Swift Dzire ZXI,4.4,2013,86300,19.1,1197.0,85.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai i20 Asta 1.4 CRDi,6.5,2015,78000,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Hyundai i10 Magna 1.2 iTech SE,2.1,2011,50000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Wagon R LXI CNG,3.75,2015,42100,26.6,998.0,58.16,5,Maruti,4.699671932366252,False,False,False,False,False,False,True
Maruti Alto 800 LXI,3.0,2015,35000,22.74,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Toyota Innova 2.5 G4 Diesel 7-seater,7.0,2008,143448,12.8,2494.0,102.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Tata Tiago 1.05 Revotorq XZ WO Alloy,4.85,2017,39543,27.28,1047.0,69.0,5,Tata,4.421740718651131,False,False,True,False,False,False,True
Renault KWID RXT,3.15,2016,46000,25.17,799.0,53.3,5,Renault,4.6202908684705735,False,False,False,False,False,True,True
Maruti Celerio ZXI AT,4.35,2016,51000,23.1,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Mahindra XUV500 W10 AWD,11.0,2015,80000,16.0,2179.0,140.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai i20 Sportz 1.2,5.0,2015,60000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Ford Fiesta 1.4 Duratec EXI,2.3,2008,63600,16.6,1388.0,68.0,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Chevrolet Beat LS,2.25,2011,29800,18.6,1199.0,79.4,5,Chevrolet,2.7381398767127534,False,False,False,False,False,True,True
Hyundai i20 1.2 Spotz,6.55,2017,50000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
